X1,X2
Appalachian St.,Troy
Troy,Coastal Caro.
Florida St.,Tulane
Tulane,Coastal Caro.
Tulane,South Dakota St.
UC Irvine,Tulane
Louisiana,Tulane
Georgia St.,Tulane
Southeastern La.,Tulane
Tulane,UT Martin
South Alabama,Tulane
Tulane,Texas Southern
Towson,Tulane
Alabama A&M,Tulane
Cincinnati,Tulane
SMU,Tulane
South Fla.,Tulane
Memphis,Tulane
UConn,Tulane
UCF,Tulane
SMU,Tulane
East Carolina,Tulane
Temple,Tulane
Wichita St.,Tulane
Tulsa,Tulane
Houston,Tulane
Memphis,Tulane
East Carolina,Tulane
Tulsa,Tulane
Temple,Tulane
South Fla.,Tulane
Wichita St.,Tulane
Memphis,Tulane
Tulsa,Alcorn
Tulsa,South Carolina St.
Tulsa,California Baptist
Tulsa,Little Rock
Nevada,Tulsa
Southern Ill.,Tulsa
Tulsa,UT Arlington
Utah,Tulsa
Tulsa,Oklahoma St.
Tulsa,Kansas St.
Tulsa,New Orleans
Tulsa,Dayton
Tulsa,Oral Roberts
Houston,Tulsa
Tulsa,South Fla.
Cincinnati,Tulsa
SMU,Tulsa
Tulsa,UConn
UCF,Tulsa
Cincinnati,Tulsa
Houston,Tulsa
Tulsa,Memphis
Wichita St.,Tulsa
Tulsa,Temple
Tulsa,Tulane
Tulsa,East Carolina
Wichita St.,Tulsa
Temple,Tulsa
Tulsa,Tulane
Tulsa,East Carolina
Memphis,Tulsa
SMU,Tulsa
UAB,Mercer
UAB,New Orleans
Florida St.,UAB
Col. of Charleston,UAB
UAB,Canisius
UAB,Alabama A&M
UAB,North Ala.
Memphis,UAB
Auburn,UAB
UAB,Alcorn
Troy,UAB
UAB,Fla. Atlantic
UAB,FIU
Louisiana Tech,UAB
Southern Miss.,UAB
UAB,UTEP
UAB,UTSA
UAB,North Texas
UAB,Rice
Middle Tenn.,UAB
Middle Tenn.,UAB
Old Dominion,UAB
Charlotte,UAB
UAB,Marshall
UAB,Western Ky.
UAB,Southern Miss.
Western Ky.,UAB
UTSA,UAB
UAB,Old Dominion
UAB,Middle Tenn.
UAB,UTSA
Old Dominion,UAB
San Francisco,UC Davis
San Diego,UC Davis
Arkansas,UC Davis
UC Davis,A&M-Corpus Christi
UT Arlington,UC Davis
Sacramento St.,UC Davis
Indiana,UC Davis
UC Davis,Northern Ariz.
Northern Ill.,UC Davis
Arizona,UC Davis
NA,NA
Southern California,UC Davis
UC Irvine,UC Davis
Long Beach St.,UC Davis
UC Santa Barbara,UC Davis
UC Davis,Cal Poly
Hawaii,UC Davis
UC Davis,UC Riverside
UC Davis,Cal Poly
UC Davis,UC Santa Barbara
UC Davis,CSUN
UC Davis,Long Beach St.
Cal St. Fullerton,UC Davis
CSUN,UC Davis
UC Irvine,UC Davis
UC Davis,Cal St. Fullerton
Hawaii,UC Davis
UC Riverside,UC Davis
Cal St. Fullerton,UC Davis
UC Irvine,Idaho
UC Irvine,Texas A&M
UC Irvine,Santa Clara
UC Irvine,UTSA
UC Irvine,Tulane
Toledo,UC Irvine
UC Irvine,Saint Mary's (CA)
Utah St.,UC Irvine
UC Irvine,California Baptist
UC Irvine,Montana
UC Irvine,Denver
UC Irvine,Eastern Mich.
Butler,UC Irvine
Pacific,UC Irvine
UC Irvine,UTRGV
UC Irvine,UC Davis
UC Irvine,Cal St. Fullerton
Long Beach St.,UC Irvine
UC Irvine,CSUN
UC Irvine,Hawaii
UC Irvine,UC Riverside
UC Irvine,UC Santa Barbara
UC Irvine,Long Beach St.
UC Irvine,Cal St. Fullerton
UC Irvine,Hawaii
UC Irvine,UC Santa Barbara
UC Irvine,Cal Poly
UC Irvine,UC Davis
UC Irvine,UC Riverside
UC Irvine,Cal Poly
UC Irvine,CSUN
UC Irvine,UC Riverside
UC Irvine,Long Beach St.
UC Irvine,Cal St. Fullerton
Oregon St.,UC Riverside
Portland St.,UC Riverside
UNLV,UC Riverside
Pacific,UC Riverside
UC Riverside,Elon
Abilene Christian,UC Riverside
California Baptist,UC Riverside
Valparaiso,UC Riverside
UC Riverside,Pepperdine
UTEP,UC Riverside
UC Riverside,Loyola Marymount
Air Force,UC Riverside
Western Mich.,UC Riverside
CSUN,UC Riverside
UC Santa Barbara,UC Riverside
Cal St. Fullerton,UC Riverside
UC Riverside,Hawaii
UC Riverside,Cal Poly
UC Irvine,UC Riverside
Cal Poly,UC Riverside
UC Davis,UC Riverside
NA,NA
UC Riverside,UC Santa Barbara
Hawaii,UC Riverside
Long Beach St.,UC Riverside
CSUN,UC Riverside
UC Irvine,UC Riverside
Long Beach St.,UC Riverside
UC Riverside,UC Davis
UC Irvine,UC Riverside
UC Santa Barbara,Wyoming
North Dakota St.,UC Santa Barbara
UC Santa Barbara,Montana St.
UC Santa Barbara,Portland St.
UC Santa Barbara,Idaho
UC Santa Barbara,Sacramento St.
Washington,UC Santa Barbara
UC Santa Barbara,Ark.-Pine Bluff
UC Santa Barbara,Rice
Omaha,UC Santa Barbara
UC Santa Barbara,Idaho St.
UC Santa Barbara,San Francisco
UC Santa Barbara,Cal Poly
UC Santa Barbara,UC Riverside
UC Santa Barbara,UC Davis
Cal St. Fullerton,UC Santa Barbara
UC Santa Barbara,Long Beach St.
UC Irvine,UC Santa Barbara
UC Santa Barbara,Hawaii
UC Santa Barbara,CSUN
UC Davis,UC Santa Barbara
UC Riverside,UC Santa Barbara
UC Irvine,UC Santa Barbara
UC Santa Barbara,Hawaii
UC Santa Barbara,Cal St. Fullerton
Long Beach St.,UC Santa Barbara
UC Santa Barbara,CSUN
UC Santa Barbara,Cal Poly
UC Santa Barbara,CSUN
Cal St. Fullerton,UC Santa Barbara
UCF,Rider
Fla. Atlantic,UCF
UCF,Cal St. Fullerton
UCF,Saint Joseph's
UCF,Western Ky.
UCF,Northern Ky.
UCF,Alabama
Missouri,UCF
UCF,Grambling
UCF,Ga. Southern
UCF,Stetson
UCF,Illinois St.
UCF,Temple
UCF,UConn
UCF,East Carolina
Wichita St.,UCF
UCF,Tulsa
UCF,Tulane
Memphis,UCF
UCF,UConn
Houston,UCF
UCF,SMU
UCF,South Fla.
UCF,Memphis
Cincinnati,UCF
UCF,SMU
UCF,South Fla.
UCF,Houston
UCF,Cincinnati
Temple,UCF
Memphis,UCF
UCLA,Purdue Fort Wayne
UCLA,Long Beach St.
UCLA,Saint Francis (PA)
UCLA,Presbyterian
Michigan St.,UCLA
North Carolina,UCLA
UCLA,Hawaii
UCLA,Loyola Marymount
UCLA,Notre Dame
Belmont,UCLA
Cincinnati,UCLA
Ohio St.,UCLA
Liberty,UCLA
UCLA,Stanford
UCLA,California
UCLA,Oregon
Oregon St.,UCLA
Southern California,UCLA
Arizona St.,UCLA
UCLA,Arizona
UCLA,Washington St.
Washington,UCLA
Colorado,UCLA
Utah,UCLA
UCLA,California
Stanford,UCLA
UCLA,Oregon St.
UCLA,Oregon
UCLA,Southern California
Colorado,UCLA
Utah,UCLA
UCLA,Stanford
Arizona St.,UCLA
UConn,Morehead St.
UConn,UMKC
UConn,Syracuse
Iowa,UConn
UConn,Cornell
UConn,New Hampshire
UConn,UMass Lowell
Arizona,UConn
UConn,Lafayette
Florida St.,UConn
UConn,Manhattan
UConn,Drexel
Villanova,UConn
South Fla.,UConn
UCF,UConn
UConn,SMU
Cincinnati,UConn
Tulsa,UConn
UConn,Tulane
UConn,Wichita St.
UCF,UConn
UConn,East Carolina
Temple,UConn
Memphis,UConn
Houston,UConn
SMU,UConn
Cincinnati,UConn
Wichita St.,UConn
UConn,South Fla.
Temple,UConn
UConn,East Carolina
UConn,South Fla.
Houston,UConn
Notre Dame,UIC
Radford,UIC
Duquesne,UIC
UIC,William & Mary
UIC,Bradley
Saint Joseph's,UIC
Loyola Chicago,UIC
UIC,Illinois St.
Colorado,UIC
DePaul,UIC
UIC,Incarnate Word
UIC,Wright St.
Northern Ky.,UIC
IUPUI,UIC
UIC,Youngstown St.
UIC,Cleveland St.
Milwaukee,UIC
Green Bay,UIC
UIC,Detroit Mercy
Oakland,UIC
UIC,Wright St.
UIC,Northern Ky.
UIC,IUPUI
UIC,Cleveland St.
Youngstown St.,UIC
Green Bay,UIC
UIC,Milwaukee
Oakland,UIC
UIC,Detroit Mercy
Green Bay,UIC
Massachusetts,UMass Lowell
UMass Lowell,Wagner
Central Conn. St.,UMass Lowell
Brown,UMass Lowell
UMass Lowell,Army West Point
UMass Lowell,Sacred Heart
Duquesne,UMass Lowell
UConn,UMass Lowell
UMass Lowell,NJIT
Boston U.,UMass Lowell
St. Francis Brooklyn,UMass Lowell
UMass Lowell,Loyola Maryland
UMass Lowell,Sacred Heart
Stony Brook,UMass Lowell
New Hampshire,UMass Lowell
UMass Lowell,UMBC
UMass Lowell,Albany (NY)
UMass Lowell,Hartford
UMass Lowell,Binghamton
Maine,UMass Lowell
Vermont,UMass Lowell
UMass Lowell,New Hampshire
Stony Brook,UMass Lowell
UMass Lowell,Albany (NY)
UMBC,UMass Lowell
Binghamton,UMass Lowell
Hartford,UMass Lowell
UMass Lowell,Maine
Vermont,UMass Lowell
Hartford,UMass Lowell
Marquette,UMBC
UMBC,Manhattan
UMBC,Air Force
UMBC,High Point
South Dakota,UMBC
American,UMBC
Northern Ky.,UMBC
UMBC,Coppin St.
UMBC,Drexel
Towson,UMBC
FGCU,UMBC
Penn St.,UMBC
UMBC,Maine
Hartford,UMBC
UMass Lowell,UMBC
UMBC,Binghamton
UMBC,Albany (NY)
UMBC,Vermont
UMBC,New Hampshire
UMBC,Stony Brook
Hartford,UMBC
UMBC,Maine
UMBC,Binghamton
UMBC,UMass Lowell
UMBC,Vermont
Albany (NY),UMBC
Stony Brook,UMBC
UMBC,New Hampshire
UMBC,Albany (NY)
UMBC,Hartford
Vermont,UMBC
Georgetown,UMES
NC State,UMES
Longwood,UMES
North Texas,UMES
Mercer,UMES
St. John's (NY),UMES
Delaware,UMES
East Carolina,UMES
NA,NA
Pittsburgh,UMES
Winthrop,UMES
American,UMES
Virginia Tech,UMES
Morgan St.,UMES
Howard,UMES
N.C. Central,UMES
N.C. A&T,UMES
UMES,Florida A&M
Bethune-Cookman,UMES
Norfolk St.,UMES
Howard,UMES
UMES,South Carolina St.
Savannah St.,UMES
N.C. Central,UMES
N.C. A&T,UMES
Coppin St.,UMES
UMES,Delaware St.
UMES,Morgan St.
UMES,Delaware St.
South Carolina St.,UMES
Loyola Chicago,UMKC
Iowa,UMKC
UConn,UMKC
Morehead St.,UMKC
Eastern Wash.,UMKC
Drake,UMKC
South Dakota St.,UMKC
UMKC,Purdue Fort Wayne
UMKC,South Dakota
Milwaukee,UMKC
UMKC,McNeese
Central Mich.,UMKC
UMKC,Elon
Creighton,UMKC
UMKC,Chicago St.
UMKC,California Baptist
CSU Bakersfield,UMKC
Grand Canyon,UMKC
Utah Valley,UMKC
UMKC,Seattle U
New Mexico St.,UMKC
UTRGV,UMKC
California Baptist,UMKC
UMKC,Grand Canyon
UMKC,CSU Bakersfield
Seattle U,UMKC
Utah Valley,UMKC
New Mexico St.,UMKC
UTRGV,UMKC
UMKC,Chicago St.
Utah Valley,UMKC
NC State,UNC Asheville
Northern Ky.,UNC Asheville
Coastal Caro.,UNC Asheville
Manhattan,UNC Asheville
Furman,UNC Asheville
UT Martin,UNC Asheville
Auburn,UNC Asheville
Western Caro.,UNC Asheville
Wofford,UNC Asheville
Stetson,UNC Asheville
Vanderbilt,UNC Asheville
Winthrop,UNC Asheville
Longwood,UNC Asheville
Hampton,UNC Asheville
Campbell,UNC Asheville
Radford,UNC Asheville
Winthrop,UNC Asheville
High Point,UNC Asheville
UNC Asheville,USC Upstate
Gardner-Webb,UNC Asheville
Presbyterian,UNC Asheville
Charleston So.,UNC Asheville
UNC Asheville,USC Upstate
Gardner-Webb,UNC Asheville
Presbyterian,UNC Asheville
Charleston So.,UNC Asheville
High Point,UNC Asheville
Presbyterian,UNC Asheville
UNC Greensboro,N.C. A&T
LSU,UNC Greensboro
UNC Greensboro,UNCW
UNC Greensboro,Prairie View
UNC Greensboro,Delaware
UNC Greensboro,Louisiana Tech
Kentucky,UNC Greensboro
UNC Greensboro,Elon
UNC Greensboro,Coppin St.
UNC Greensboro,North Ala.
UNC Greensboro,Radford
UNC Greensboro,Samford
UNC Greensboro,Chattanooga
UNC Greensboro,VMI
Wofford,UNC Greensboro
UNC Greensboro,Furman
UNC Greensboro,Western Caro.
UNC Greensboro,ETSU
UNC Greensboro,The Citadel
UNC Greensboro,Mercer
UNC Greensboro,VMI
UNC Greensboro,Samford
UNC Greensboro,Chattanooga
Furman,UNC Greensboro
Wofford,UNC Greensboro
UNC Greensboro,Western Caro.
UNC Greensboro,ETSU
UNC Greensboro,The Citadel
UNC Greensboro,Mercer
UNC Greensboro,Samford
UNC Greensboro,Furman
Wofford,UNC Greensboro
Campbell,UNCW
Stanford,UNCW
UNC Greensboro,UNCW
UNCW,Arkansas St.
Gardner-Webb,UNCW
UNCW,Eastern Ill.
UNCW,East Carolina
Davidson,UNCW
North Carolina,UNCW
Furman,UNCW
Georgia St.,UNCW
Mercer,UNCW
Col. of Charleston,UNCW
UNCW,James Madison
UNCW,Towson
Delaware,UNCW
UNCW,Drexel
Hofstra,UNCW
Northeastern,UNCW
UNCW,William & Mary
Elon,UNCW
Towson,UNCW
James Madison,UNCW
Drexel,UNCW
Delaware,UNCW
Northeastern,UNCW
UNCW,Hofstra
Elon,UNCW
William & Mary,UNCW
Col. of Charleston,UNCW
UNCW,Elon
Northeastern,UNCW
UT Arlington,UNI
Penn,UNI
UNI,Eastern Ky.
UNI,Old Dominion
Old Dominion,UNI
Utah St.,UNI
South Dakota St.,UNI
Iowa,UNI
Grand Canyon,UNI
UNI,North Dakota
Stony Brook,UNI
UNI,Bradley
Southern Ill.,UNI
Illinois St.,UNI
UNI,Drake
UNI,Indiana St.
Valparaiso,UNI
Southern Ill.,UNI
UNI,Evansville
Loyola Chicago,UNI
UNI,Missouri St.
Bradley,UNI
Drake,UNI
UNI,Illinois St.
UNI,Evansville
UNI,Missouri St.
UNI,Valparaiso
Loyola Chicago,UNI
Indiana St.,UNI
UNI,Southern Ill.
UNI,Drake
Bradley,UNI
Loyola Marymount,UNLV
UNLV,UC Riverside
UNLV,Oakland
UNLV,Pacific
UNLV,Southern Utah
Valparaiso,UNLV
Cincinnati,UNLV
Illinois,UNLV
UNLV,BYU
UNLV,Hawaii
Indiana St.,UNLV
Bucknell,UNLV
UNLV,Colorado St.
UNLV,Wyoming
UNLV,New Mexico
Air Force,UNLV
UNLV,San Jose St.
UNLV,New Mexico
San Diego St.,UNLV
Nevada,UNLV
Utah St.,UNLV
UNLV,Boise St.
Fresno St.,UNLV
UNLV,Air Force
UNLV,San Jose St.
UNLV,Wyoming
San Diego St.,UNLV
Nevada,UNLV
UNLV,Boise St.
UNLV,Colorado St.
San Diego St.,UNLV
South Carolina,USC Upstate
VMI,USC Upstate
Portland,USC Upstate
Texas St.,USC Upstate
Cal Poly,USC Upstate
Gardner-Webb,USC Upstate
USC Upstate,Western Mich.
Eastern Ky.,USC Upstate
Furman,USC Upstate
USC Upstate,South Carolina St.
NC State,USC Upstate
Georgia Tech,USC Upstate
Presbyterian,USC Upstate
Radford,USC Upstate
Gardner-Webb,USC Upstate
High Point,USC Upstate
Winthrop,USC Upstate
Presbyterian,USC Upstate
Hampton,USC Upstate
USC Upstate,Longwood
UNC Asheville,USC Upstate
Charleston So.,USC Upstate
Campbell,USC Upstate
UNC Asheville,USC Upstate
NA,NA
Charleston So.,USC Upstate
Campbell,USC Upstate
Hampton,USC Upstate
Charleston So.,USC Upstate
UT Arlington,UNI
A&M-Corpus Christi,UT Arlington
UT Arlington,UC Davis
Indiana,UT Arlington
Arkansas,UT Arlington
Tulsa,UT Arlington
UTRGV,UT Arlington
Missouri,UT Arlington
North Texas,UT Arlington
Gonzaga,UT Arlington
UT Arlington,Cal Poly
Texas,UT Arlington
Georgia St.,UT Arlington
Ga. Southern,UT Arlington
UT Arlington,Appalachian St.
UT Arlington,Coastal Caro.
UT Arlington,Arkansas St.
UT Arlington,Little Rock
UT Arlington,Ga. Southern
Georgia St.,UT Arlington
UT Arlington,Texas St.
UT Arlington,Coastal Caro.
UT Arlington,Appalachian St.
Little Rock,UT Arlington
Arkansas St.,UT Arlington
Louisiana,UT Arlington
UT Arlington,La.-Monroe
UT Arlington,South Alabama
UT Arlington,Troy
UT Arlington,Texas St.
UT Arlington,Ga. Southern
NA,NA
Western Ky.,UT Martin
Mercer,UT Martin
UT Martin,Western Ill.
UT Martin,UNC Asheville
Tulane,UT Martin
ETSU,UT Martin
UT Martin,Chattanooga
Fresno St.,UT Martin
Bowling Green,UT Martin
Eastern Ill.,UT Martin
Southeast Mo. St.,UT Martin
Murray St.,UT Martin
Austin Peay,UT Martin
Eastern Ky.,UT Martin
Morehead St.,UT Martin
Eastern Ill.,UT Martin
UT Martin,SIUE
Tennessee St.,UT Martin
Belmont,UT Martin
UT Martin,Jacksonville St.
UT Martin,Tennessee Tech
UT Martin,Southeast Mo. St.
UT Martin,SIUE
Murray St.,UT Martin
Austin Peay,UT Martin
Belmont,UT Martin
UT Martin,Tennessee St.
UT Martin,Eastern Ill.
Jacksonville St.,UT Martin
Utah,Maine
Minnesota,Utah
Utah,Mississippi Val.
Hawaii,Utah
Utah,Grand Canyon
Northwestern,Utah
Utah,Tulsa
BYU,Utah
Kentucky,Utah
Utah,Florida A&M
Utah,Northern Ariz.
Nevada,Utah
Utah,Arizona St.
Arizona,Utah
Washington,Utah
Utah,Washington St.
Utah,Colorado
Utah,Stanford
Utah,California
Oregon,Utah
Oregon St.,Utah
Utah,Southern California
Utah,UCLA
Utah,Arizona
Arizona St.,Utah
Washington,Utah
Utah,Washington St.
Colorado,Utah
Utah,Southern California
Utah,UCLA
Oregon,Utah
Utah St.,Montana St.
Utah St.,Hartford
Utah St.,Mississippi Val.
Utah St.,Utah Valley
Utah St.,Saint Mary's (CA)
Arizona St.,Utah St.
Utah St.,UNI
Utah St.,UC Irvine
BYU,Utah St.
Utah St.,Weber St.
Utah St.,Alabama St.
Houston,Utah St.
Nevada,Utah St.
Utah St.,Air Force
Fresno St.,Utah St.
Utah St.,Wyoming
Utah St.,San Jose St.
Utah St.,Colorado St.
Utah St.,New Mexico
Utah St.,San Jose St.
Utah St.,UNLV
Utah St.,Fresno St.
San Diego St.,Utah St.
Utah St.,Wyoming
Utah St.,Air Force
Utah St.,New Mexico
Utah St.,Boise St.
Utah St.,San Diego St.
Utah St.,Nevada
Utah St.,Colorado St.
Utah St.,New Mexico
Utah St.,Fresno St.
Utah St.,San Diego St.
BYU,Utah Valley
Saint Mary's (CA),Utah Valley
Utah St.,Utah Valley
Utah Valley,Hartford
Utah Valley,Long Beach St.
Utah Valley,North Dakota
Utah Valley,Denver
Arizona,Utah Valley
Utah Valley,Northern Ariz.
Utah Valley,Weber St.
Utah Valley,Idaho St.
Utah Valley,Sam Houston St.
Utah Valley,Fresno St.
Grand Canyon,Utah Valley
CSU Bakersfield,Utah Valley
Utah Valley,Seattle U
Utah Valley,UTRGV
New Mexico St.,Utah Valley
Utah Valley,UMKC
Utah Valley,Chicago St.
Utah Valley,California Baptist
New Mexico St.,Utah Valley
Utah Valley,UTRGV
Utah Valley,Chicago St.
Utah Valley,UMKC
Utah Valley,Seattle U
Utah Valley,California Baptist
Utah Valley,Grand Canyon
Utah Valley,CSU Bakersfield
Utah Valley,UMKC
Grand Canyon,Utah Valley
New Mexico St.,UTEP
Arizona,UTEP
New Mexico,UTEP
New Mexico St.,UTEP
UTEP,Northwestern St.
Marquette,UTEP
UTEP,UC Riverside
Norfolk St.,UTEP
UTEP,Wyoming
UTSA,UTEP
UTSA,UTEP
North Texas,UTEP
UTEP,Rice
UAB,UTEP
Middle Tenn.,UTEP
Old Dominion,UTEP
UTEP,Charlotte
Marshall,UTEP
Western Ky.,UTEP
Fla. Atlantic,UTEP
UTEP,FIU
Louisiana Tech,UTEP
Southern Miss.,UTEP
Rice,UTEP
Charlotte,UTEP
Middle Tenn.,UTEP
Middle Tenn.,UTEP
Oklahoma,UTRGV
UTRGV,A&M-Corpus Christi
UTRGV,Prairie View
East Carolina,UTRGV
Georgia Tech,UTRGV
UTRGV,Lamar University
UTRGV,A&M-Corpus Christi
Houston,UTRGV
UTRGV,UT Arlington
UTRGV,North Dakota
Texas St.,UTRGV
Rice,UTRGV
UTRGV,McNeese
Texas Tech,UTRGV
UC Irvine,UTRGV
UTRGV,California Baptist
CSU Bakersfield,UTRGV
Grand Canyon,UTRGV
Utah Valley,UTRGV
UTRGV,Seattle U
New Mexico St.,UTRGV
UTRGV,Chicago St.
UTRGV,UMKC
UTRGV,Grand Canyon
UTRGV,CSU Bakersfield
UTRGV,Seattle U
Utah Valley,UTRGV
New Mexico St.,UTRGV
UTRGV,Chicago St.
UTRGV,UMKC
California Baptist,UTRGV
UTRGV,CSU Bakersfield
New Mexico St.,UTRGV
Oklahoma,UTSA
Oklahoma St.,UTSA
UC Irvine,UTSA
South Dakota St.,UTSA
UTSA,FGCU
UTSA,Houston Baptist
Texas St.,UTSA
Arkansas,UTSA
UTSA,A&M-Corpus Christi
UTSA,UTEP
UTSA,UTEP
UTSA,Rice
UTSA,North Texas
Middle Tenn.,UTSA
UAB,UTSA
UTSA,Charlotte
UTSA,Old Dominion
Western Ky.,UTSA
UTSA,Marshall
UTSA,FIU
UTSA,Fla. Atlantic
Southern Miss.,UTSA
Louisiana Tech,UTSA
Old Dominion,UTSA
UTSA,UAB
UTSA,Western Ky.
Southern Miss.,UTSA
UAB,UTSA
Western Ky.,Valparaiso
Valparaiso,Monmouth
Wake Forest,Valparaiso
Valparaiso,SIUE
West Virginia,Valparaiso
Valparaiso,UNLV
Valparaiso,UC Riverside
High Point,Valparaiso
Valparaiso,George Washington
Ball St.,Valparaiso
Texas A&M,Valparaiso
Valparaiso,Illinois St.
Valparaiso,Missouri St.
Valparaiso,Bradley
Valparaiso,Southern Ill.
Loyola Chicago,Valparaiso
Valparaiso,UNI
Indiana St.,Valparaiso
Drake,Valparaiso
Missouri St.,Valparaiso
Evansville,Valparaiso
Valparaiso,Illinois St.
Loyola Chicago,Valparaiso
Indiana St.,Valparaiso
Drake,Valparaiso
Valparaiso,Southern Ill.
UNI,Valparaiso
Bradley,Valparaiso
Evansville,Valparaiso
Valparaiso,Indiana St.
NA,NA
Vanderbilt,Winthrop
Vanderbilt,Southern California
Vanderbilt,Alcorn
Vanderbilt,Liberty
Kent St.,Vanderbilt
Vanderbilt,Savannah St.
NC State,Vanderbilt
Vanderbilt,Middle Tenn.
Vanderbilt,Arizona St.
Kansas St.,Vanderbilt
Vanderbilt,Tennessee St.
Vanderbilt,UNC Asheville
Ole Miss,Vanderbilt
Georgia,Vanderbilt
Kentucky,Vanderbilt
South Carolina,Vanderbilt
Mississippi St.,Vanderbilt
Tennessee,Vanderbilt
Oklahoma,Vanderbilt
Kentucky,Vanderbilt
Missouri,Vanderbilt
Arkansas,Vanderbilt
Alabama,Vanderbilt
Florida,Vanderbilt
Auburn,Vanderbilt
NA,NA
Alabama,Vanderbilt
Florida,Vanderbilt
Texas A&M,Vanderbilt
Arkansas,Vanderbilt
LSU,Vanderbilt
Texas A&M,Vanderbilt
VCU,Gardner-Webb
VCU,Hampton
VCU,Bowling Green
VCU,Temple
St. John's (NY),VCU
VCU,Hofstra
Old Dominion,VCU
VCU,Iona
VCU,Texas
Virginia,VCU
Col. of Charleston,VCU
VCU,Wichita St.
VCU,Rider
VCU,Fordham
VCU,La Salle
Davidson,VCU
VCU,Dayton
VCU,Massachusetts
Rhode Island,VCU
VCU,Duquesne
VCU,George Mason
VCU,George Washington
VCU,St. Bonaventure
VCU,Richmond
VCU,Dayton
VCU,Rhode Island
VCU,George Washington
VCU,Saint Louis
VCU,Richmond
VCU,George Mason
VCU,Saint Joseph's
Rhode Island,VCU
Vermont,Boston U.
Kansas,Vermont
Louisville,Vermont
Vermont,Yale
Bucknell,Vermont
Vermont,George Washington
Vermont,Towson
Vermont,George Mason
Vermont,Harvard
Vermont,Northeastern
Vermont,St. Bonaventure
Lipscomb,Vermont
Vermont,Dartmouth
Vermont,Albany (NY)
Vermont,Maine
Vermont,Hartford
Vermont,New Hampshire
Vermont,Binghamton
UMBC,Vermont
Vermont,Stony Brook
Vermont,UMass Lowell
Vermont,Maine
Vermont,Albany (NY)
Vermont,New Hampshire
Vermont,Hartford
UMBC,Vermont
Vermont,Binghamton
Vermont,Stony Brook
Vermont,UMass Lowell
Vermont,Maine
Vermont,Binghamton
Vermont,UMBC
Villanova,Morgan St.
Villanova,Quinnipiac
Michigan,Villanova
Furman,Villanova
Villanova,Canisius
Villanova,Oklahoma St.
Villanova,Florida St.
Villanova,La Salle
Villanova,Temple
Villanova,Saint Joseph's
Penn,Villanova
Kansas,Villanova
Villanova,UConn
Villanova,DePaul
Villanova,Providence
Villanova,St. John's (NY)
Villanova,Creighton
Villanova,Xavier
Villanova,Butler
Villanova,Seton Hall
Villanova,DePaul
Villanova,Georgetown
Villanova,Creighton
Marquette,Villanova
Villanova,Providence
St. John's (NY),Villanova
Georgetown,Villanova
NA,NA
Villanova,Marquette
Villanova,Butler
Seton Hall,Villanova
Villanova,Providence
Villanova,Xavier
Villanova,Seton Hall
Virginia,Towson
Virginia,George Washington
Virginia,Coppin St.
Virginia,Middle Tenn.
Virginia,Dayton
Virginia,Wisconsin
Virginia,Maryland
Virginia,Morgan St.
Virginia,VCU
Virginia,South Carolina
Virginia,William & Mary
Virginia,Marshall
Virginia,Florida St.
Virginia,Boston College
Virginia,Clemson
Virginia,Virginia Tech
Duke,Virginia
Virginia,Wake Forest
Virginia,Notre Dame
Virginia,NC State
